geometry,category,handle,status,bedrijfstoestand,functie,subnettype,eigenaar,beheerder,datum_aanleg,netgekoppeld,bovengronds,asset_id,feature_id
POINT (5.6143990 51.3163188),LSoverdrachtspunt,5D44,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_3FCF6AE3-6FBC-4D3F-90FF-465271A855EC
POINT (5.6144040 51.3162902),LSoverdrachtspunt,5D51,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_852CF5D3-9DA1-4A98-98F0-A991C6C8BFBD
POINT (5.6144500 51.3161822),LSoverdrachtspunt,5D5E,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_516857D4-77F0-44EB-863D-A980DCD975C9
POINT (5.6134331 51.3166110),LSoverdrachtspunt,5D6B,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_57558859-82DF-4725-B05B-F7DF8E072D7A
POINT (5.6135729 51.3166312),LSoverdrachtspunt,5D78,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_CCD26B19-232F-4AD7-87A1-E16674EA39E3
POINT (5.6137263 51.3166643),LSoverdrachtspunt,5D85,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_57449198-2512-45C3-BE77-21DA676D3AEF
POINT (5.6138607 51.3166892),LSoverdrachtspunt,5D92,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_DD302CB8-D48C-4072-B984-35AD076666B5
POINT (5.6142047 51.3160286),LSoverdrachtspunt,5D9F,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_A8C37DCD-BBC6-43DA-8D17-63F1A8C7D59D
POINT (5.6137913 51.3161434),LSoverdrachtspunt,5DAC,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_A23E430F-04BF-4B03-B996-D39987AB3E3B
POINT (5.6139762 51.3161760),LSoverdrachtspunt,5DB9,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_70A0E3BD-60F3-43B5-B7A8-8BF0B0A41403
POINT (5.6136344 51.3161393),LSoverdrachtspunt,5DC6,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_4B6441BE-5934-4E3A-A908-C3264073F29F
POINT (5.6135164 51.3161508),LSoverdrachtspunt,5DD3,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_66646F28-6D7A-4720-94FB-8A844F8C7D8F
POINT (5.6168296 51.3170047),LSoverdrachtspunt,5DE0,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_760E5515-A842-4074-A6A6-72C0DE8D9555
POINT (5.6165627 51.3169658),LSoverdrachtspunt,5DED,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_5B067098-620A-461C-AF82-1635B5F66755
POINT (5.6161430 51.3171770),LSoverdrachtspunt,5DFA,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_83F31324-FD5E-4150-8239-6E385B4CA0C6
POINT (5.6159741 51.3170916),LSoverdrachtspunt,5E07,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_07D8DC09-FC0B-4CDD-8446-019B24228B68
POINT (5.6159398 51.3168996),LSoverdrachtspunt,5E14,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_F79CA4DE-CD34-404E-AD4D-9FB75E3EF02A
POINT (5.6170259 51.3166903),LSoverdrachtspunt,5E21,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_3DBE899A-7C66-4FFC-94FD-60E9E15AD604
POINT (5.6170080 51.3166753),LSoverdrachtspunt,5E2E,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_4AB3E609-EF8C-44B9-A8C6-2796508DA24C
POINT (5.6162982 51.3168694),LSoverdrachtspunt,5E3B,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_AE21FF5D-711A-4C61-8A27-E65E54392E64
POINT (5.6161645 51.3167183),LSoverdrachtspunt,5E48,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_F9A1F069-51AA-444A-A4ED-1679160497C5
POINT (5.6160070 51.3166423),LSoverdrachtspunt,5E55,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_010DC9E0-D5AF-49D9-8490-71550D0760B4
POINT (5.6158979 51.3164917),LSoverdrachtspunt,5E62,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_52C3B395-B7F2-48D6-9680-98F06D5435C7
POINT (5.6169245 51.3166044),LSoverdrachtspunt,5E6F,BESTAAND,IN BEDRIJF,Huisaansluiting,,Netbeheerder,Netbeheerder,,,,{00000000-0000-0000-0000-000000000000},_6D9F2952-B0A9-4B84-9F71-2CB99220BD16
